,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales
462,Rayman,1.54,1.33,0.0,0.16
463,Killzone 2,1.4,1.07,0.08,0.47
464,Tom Clancy's Splinter Cell,1.85,1.04,0.0,0.13
465,Mike Tyson's Punch-Out!!,2.03,0.47,0.45,0.07
466,WWE SmackDown! Shut Your Mouth,1.45,1.13,0.07,0.38
467,Gears of War: Ultimate Edition,2.38,0.32,0.0,0.31
468,NBA 2K13,2.6,0.21,0.01,0.19
469,Dragon Ball Z: Budokai Tenkaichi 3,1.15,0.0,0.76,1.09
470,wwe Smackdown vs. Raw 2006,1.57,1.02,0.0,0.41
471,Middle-Earth: Shadow of Mordor,1.01,1.41,0.05,0.53
472,Star Fox,1.61,0.51,0.8,0.07
473,The Sims: Livin Large,1.67,1.18,0.0,0.13
474,World Soccer Winning Eleven 6 International,0.12,1.26,1.16,0.45
475,Devil May Cry,1.36,0.86,0.64,0.13
476,Animal Crossing: Happy Home Designer,0.47,1.0,1.39,0.12
477,Battlefield: Bad Company 2,1.33,1.12,0.08,0.45
478,The Sims 4,0.96,1.72,0.0,0.29
479,Star Wars: The Old Republic,1.58,1.01,0.0,0.38
480,Sonic Heroes,1.04,1.37,0.06,0.49
481,Kirby Super Star Ultra,1.57,0.04,1.19,0.15
482,Hitman 2: Silent Assassin,1.36,1.15,0.04,0.41
483,Street Fighter IV,1.82,0.71,0.15,0.26
484,Wave Race 64,1.98,0.58,0.34,0.04
485,SOCOM II: U.S. Navy SEALs,2.22,0.51,0.06,0.15
486,WWE SmackDown! vs. RAW 2006,1.45,1.11,0.04,0.33
487,inFAMOUS,1.76,0.69,0.12,0.37
488,Pac-Man Collection,2.07,0.77,0.05,0.05
489,Mass Effect,1.83,0.8,0.03,0.27
490,WarioWare: Smooth Moves,0.87,1.06,0.73,0.26
491,Cooking Mama: Cook Off,1.43,1.13,0.05,0.3
492,Super Mario World 2: Yoshi's Island,1.75,0.45,0.62,0.09
493,FIFA 14,0.61,1.85,0.11,0.33
494,Titanfall,1.84,0.8,0.04,0.22
495,Sonic Mega Collection Plus,1.54,1.14,0.0,0.22
496,Sega Superstars Tennis,1.75,0.86,0.0,0.28
497,World Soccer Winning Eleven 7 International,0.08,1.24,1.13,0.45
498,Need for Speed: Most Wanted,0.71,1.51,0.06,0.61
499,Hot Shots Golf 3,0.99,0.32,1.38,0.2
500,Call of Duty: Finest Hour,1.51,1.12,0.01,0.24
501,Zumba Fitness 2,1.54,1.07,0.0,0.28
502,Syphon Filter,2.03,0.72,0.02,0.11
503,Imagine: Babyz,1.3,1.27,0.0,0.31
504,Colin McRae Rally,0.09,2.43,0.12,0.22
505,Call of Duty: Ghosts,1.87,0.77,0.0,0.22
506,Madden NFL 13,2.53,0.16,0.0,0.17
507,The Elder Scrolls III: Morrowind,2.09,0.63,0.03,0.11
508,Mortal Kombat,1.98,0.55,0.0,0.32
509,F-Zero,1.37,0.51,0.89,0.07
510,Yoshi's Story,1.29,0.53,0.98,0.05
511,Command & Conquer: Red Alert,1.37,1.34,0.0,0.14
512,Skylanders: Spyro's Adventure,1.4,1.14,0.0,0.31
513,FIFA 16,0.4,1.98,0.05,0.42
514,Assassin's Creed: Brotherhood,1.87,0.57,0.11,0.3
515,BioShock,1.65,0.86,0.05,0.28
516,Madden NFL 10,2.52,0.09,0.0,0.22
517,Medal of Honor,1.28,1.05,0.07,0.43
518,WWE SmackDown! vs. Raw,1.32,1.08,0.04,0.39
519,Metroid Prime,1.96,0.67,0.1,0.09
520,Finding Nemo,1.59,1.05,0.04,0.14
521,Myst,0.02,2.79,0.0,0.0
522,Need for Speed: Hot Pursuit,1.05,1.25,0.03,0.48
523,Imagine: Fashion Designer,1.32,1.19,0.0,0.3
524,WWE SmackDown! Here Comes the Pain,1.32,1.06,0.04,0.38
525,Star Wars: The Force Unleashed,1.74,0.8,0.0,0.26
526,Yoshi's Island DS,1.47,0.07,1.1,0.15
527,Hot Shots Golf,0.29,0.2,2.13,0.18
528,Killzone 3,1.45,0.88,0.09,0.38
529,A Bug's Life,1.96,0.72,0.0,0.11
530,WWF SmackDown! Just Bring It,1.19,1.15,0.04,0.41
531,Dragon Quest V: Tenkuu no Hanayome,0.0,0.0,2.78,0.01
532,Mortal Kombat Trilogy,1.98,0.7,0.0,0.11
533,Battlefield 3,0.89,1.43,0.0,0.48
534,NBA Street,2.19,0.22,0.0,0.38
535,Professor Layton and the Last Specter,0.3,1.47,0.68,0.34
536,Monster Hunter Tri,0.46,0.29,1.96,0.07
537,Jak II,1.68,0.74,0.0,0.36
538,inFAMOUS: Second Son,1.27,0.97,0.07,0.47
539,Ratchet & Clank: Going Commando,1.44,0.83,0.26,0.25
540,Tekken 6,1.2,0.98,0.17,0.43
541,The Sims,1.41,1.12,0.0,0.24
542,Sonic and the Secret Rings,1.24,1.2,0.04,0.3
543,Saints Row: The Third,1.25,1.15,0.07,0.3
544,Missile Command,2.56,0.17,0.0,0.03
545,Mario Paint,1.43,0.54,0.71,0.07
546,Assassin's Creed IV: Black Flag,1.07,1.31,0.06,0.31
547,Pokémon Stadium 2,1.02,0.36,1.13,0.23
548,Metroid,1.33,0.31,1.04,0.05
549,L.A. Noire,1.52,0.94,0.02,0.24
550,Call of Duty 3,1.49,0.93,0.02,0.27
551,The Legend of Zelda: A Link to the Past,1.75,0.52,0.33,0.1
552,Onimusha: Warlords,0.99,0.48,1.09,0.14
553,Mortal Kombat X,1.47,0.76,0.0,0.47
554,Mario Party,1.25,0.53,0.87,0.05
555,Madden NFL 12,2.42,0.11,0.0,0.16
556,LEGO Star Wars II: The Original Trilogy,1.85,0.64,0.01,0.19
557,Madden NFL 11,2.38,0.12,0.0,0.18
558,Mario vs. Donkey Kong: Mini-Land Mayhem!,1.63,0.52,0.35,0.18
559,Skate 3,1.46,0.98,0.0,0.24
560,Burnout 3: Takedown,1.23,1.11,0.0,0.34
561,Yokai Watch 2 Shinuchi,0.0,0.0,2.68,0.0
562,Need for Speed: Shift,0.69,1.41,0.04,0.53
563,Final Fantasy XIII-2,0.78,0.75,0.89,0.26
564,Mortal Kombat,1.95,0.63,0.0,0.09
565,Call Of Duty 2: Big Red One,1.48,0.92,0.01,0.26
566,Guitar Hero: World Tour,1.78,0.64,0.0,0.25
567,Medal of Honor,1.44,1.09,0.0,0.14
568,Fable,1.99,0.58,0.0,0.09
569,Hannah Montana,1.59,0.8,0.0,0.26
570,Tom Clancy's Splinter Cell,1.15,1.11,0.0,0.4
571,Skylanders Giants,1.56,0.88,0.0,0.22
572,Medal of Honor Heroes,0.86,1.11,0.01,0.66
573,Super Mario Bros.: The Lost Levels,0.0,0.0,2.65,0.0
574,Star Wars: Shadows of the Empire,2.0,0.5,0.12,0.03
575,LEGO Star Wars: The Complete Saga,1.53,0.87,0.0,0.24
576,Midnight Club: Street Racing,2.0,0.47,0.02,0.14
577,Pac-Man: Adventures in Time,0.76,1.1,0.12,0.65
578,Halo Wars,1.53,0.82,0.04,0.24
579,God of War Collection,1.7,0.46,0.06,0.41
580,ESPN NFL 2K5,2.15,0.12,0.0,0.36
581,Mario Strikers Charged,1.07,1.06,0.24,0.25
582,Medal of Honor,1.55,0.81,0.04,0.21
583,FIFA Soccer 10,0.59,1.79,0.01,0.23
584,NBA 2K12,2.31,0.14,0.01,0.16
585,Style Savvy,0.63,0.84,0.96,0.19
586,Harry Potter and the Chamber of Secrets,0.9,1.22,0.04,0.44
587,Super Mario All-Stars: Limited Edition,1.02,0.52,0.92,0.14
588,Streets of Rage,1.86,0.55,0.11,0.08
589,FIFA Soccer 09,0.48,1.63,0.04,0.43
590,Ratchet & Clank Future: Tools of Destruction,0.93,1.12,0.08,0.45
591,NBA Live 2005,2.03,0.21,0.0,0.35
592,LittleBigPlanet,0.64,1.24,0.01,0.69
593,Killzone: Shadow Fall,0.89,1.33,0.07,0.28
594,Ghostbusters: The Video Game (DS Version),1.04,1.24,0.03,0.27
595,Monster Hunter Freedom 2,0.37,0.27,1.75,0.18
596,WWE SmackDown vs. RAW 2007,1.4,0.88,0.03,0.26
597,Ratchet & Clank: Up Your Arsenal,1.31,0.74,0.31,0.22
598,Art Academy,0.28,1.68,0.33,0.28
599,Dragon Age: Origins,1.76,0.56,0.03,0.22
600,Madden NFL 08,2.14,0.08,0.0,0.35
601,Sonic Adventure 2 Battle,1.7,0.59,0.21,0.07
602,Dragon Warrior II,0.15,0.0,2.41,0.0
603,Madden NFL 13,2.11,0.23,0.0,0.22
604,Pokémon Colosseum,1.21,0.57,0.7,0.07
605,Deca Sports,1.13,0.87,0.29,0.25
606,Madden NFL 09,2.21,0.12,0.0,0.2
607,Space Invaders,2.36,0.14,0.0,0.03
608,Crazy Taxi,1.13,1.12,0.06,0.22
609,Perfect Dark,1.55,0.75,0.16,0.06
610,Game Party,1.5,0.78,0.0,0.24
611,Dragon Warrior,0.49,0.0,0.52,1.51
612,Tomb Raider (2013),0.6,1.31,0.08,0.52
613,Marvel: Ultimate Alliance,2.29,0.02,0.0,0.19
614,PES 2009: Pro Evolution Soccer,0.13,0.07,0.26,2.05
615,Mario Party 2,1.28,0.14,1.08,0.01
616,Saints Row: The Third,0.86,1.06,0.18,0.39
617,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,1.84,0.56,0.0,0.09
618,LEGO Harry Potter: Years 1-4,1.29,0.97,0.0,0.23
619,Mortal Kombat: Deadly Alliance,1.81,0.52,0.0,0.15
620,Resistance 2,1.15,0.85,0.1,0.39
621,Pure,1.38,0.85,0.0,0.25
622,Tomb Raider: The Last Revelation,1.15,1.14,0.06,0.13
623,NBA 2K13,1.72,0.44,0.05,0.27
624,Rock Band,1.93,0.34,0.0,0.21
625,NBA 2K14,2.1,0.2,0.0,0.17
626,Mario Party 4,1.13,0.36,0.92,0.07
627,uDraw Studio,1.67,0.58,0.0,0.2
628,Midnight Club: Los Angeles,1.55,0.54,0.05,0.31
629,Final Fantasy V,0.0,0.0,2.43,0.02
630,Final Fantasy Tactics,0.93,0.12,1.34,0.06
631,Twisted Metal 2,2.12,0.25,0.0,0.07
632,Halo: Combat Evolved Anniversary,1.44,0.73,0.04,0.22
633,Need for Speed Carbon: Own the City,0.87,0.98,0.0,0.59
634,The Sims: Bustin' Out,1.07,1.19,0.0,0.18
635,Riven: The Sequel to Myst,1.52,0.82,0.0,0.1
636,Tom Clancy's Rainbow Six: Vegas 2,1.56,0.61,0.02,0.23
637,Sonic Adventure,1.26,0.61,0.46,0.08
638,Ice Hockey,1.27,0.32,0.78,0.05
639,pro evolution soccer 2011,0.29,1.18,0.54,0.41
640,Dragon Ball Z: Budokai 2,1.63,0.22,0.51,0.06
641,ATV Offroad Fury,2.07,0.26,0.0,0.08
642,Dino Crisis,0.81,0.76,0.7,0.14
643,Minecraft,1.43,0.76,0.0,0.22
644,Need for Speed: ProStreet,0.69,0.0,0.04,1.68
645,Madden NFL 16,2.07,0.08,0.0,0.26
646,Tetris Plus,2.1,0.24,0.0,0.07
647,Pro Wrestling,0.77,0.18,1.42,0.03
648,Theme Hospital,2.3,0.1,0.0,0.0
649,Frogger's Adventures: Temple of the Frog,2.15,0.18,0.0,0.07
650,Need for Speed (2015),0.49,1.49,0.05,0.36
651,Zumba Fitness,1.74,0.48,0.0,0.18
652,LEGO Indiana Jones: The Original Adventures,1.54,0.63,0.0,0.22
653,Monopoly,1.49,0.81,0.0,0.1
654,Batman: Arkham Origins,1.07,0.87,0.04,0.4
655,Dead Island,1.48,0.71,0.0,0.2
656,Guitar Hero,1.67,0.61,0.03,0.07
657,LEGO Star Wars: The Complete Saga,1.02,0.97,0.0,0.39
658,Kinect: Disneyland Adventures,1.73,0.46,0.02,0.18
659,WCW/nWo Revenge,1.94,0.39,0.03,0.02
660,Bloodborne,1.0,0.76,0.26,0.36
661,NBA 2K15,1.46,0.54,0.01,0.37
662,Madden NFL 11,2.04,0.15,0.0,0.19
663,Yu-Gi-Oh! The Duelists of the Roses,1.16,0.91,0.0,0.3
664,Madden NFL 08,2.18,0.01,0.0,0.18
665,Half-Life 2,2.28,0.02,0.08,0.0
666,The Incredibles,0.96,1.08,0.04,0.3
667,Tony Hawk's Underground 2,1.25,0.86,0.01,0.26
668,Madden NFL 10,2.03,0.13,0.0,0.21
669,Kinect Sports: Season Two,1.38,0.74,0.02,0.22
670,Kirby's Dream Land 2,0.69,0.14,1.48,0.05
671,LEGO Harry Potter: Years 1-4,1.07,1.05,0.0,0.23
672,Donkey Kong Land II,1.39,0.48,0.4,0.08
673,Dragon Warrior Monsters,0.0,0.0,2.34,0.01
674,Midnight Club: Los Angeles,1.68,0.46,0.01,0.2
675,Skylanders SWAP Force,1.32,0.83,0.0,0.2
676,WWE SmackDown vs Raw 2008,0.92,0.0,0.01,1.41
677,My Fitness Coach,1.2,0.9,0.0,0.24
678,Resident Evil - Code: Veronica X,1.08,0.7,0.34,0.21
679,The Sims 3,1.27,0.86,0.0,0.2
680,The Legend of Zelda: Majora's Mask 3D,1.14,0.54,0.47,0.17
681,NBA 2K16,1.93,0.14,0.0,0.24
682,Just Dance Kids,1.57,0.56,0.0,0.19
683,Mario Tennis,0.78,0.4,1.06,0.07
684,Grand Theft Auto,0.79,1.35,0.04,0.14
685,James Bond 007: Everything or Nothing,0.85,1.06,0.09,0.32
686,WarioWare Touched!,0.52,0.45,1.21,0.13
687,Need For Speed: High Stakes,1.58,0.64,0.0,0.09
688,Chrono Trigger,0.28,0.0,2.02,0.01
689,Cool Boarders 3,1.65,0.46,0.1,0.1
690,LEGO Marvel Super Heroes,1.24,0.85,0.0,0.21
691,Guild Wars 2,0.95,1.06,0.0,0.29
692,Pokemon Ranger: Shadows of Almia,0.95,0.54,0.62,0.18
693,Dead Island,1.08,0.75,0.15,0.31
694,Tomb Raider II,0.91,1.25,0.0,0.13
695,God of War: Ascension,1.23,0.68,0.04,0.34
696,Need for Speed Underground 2,1.38,0.8,0.0,0.1
697,Pro Evolution Soccer 2010,0.3,1.27,0.46,0.26
698,Just Dance 2015,1.11,0.98,0.0,0.2
699,Yokai Watch Busters,0.0,0.0,2.28,0.0
700,Mario Bros.,0.51,0.12,1.63,0.02
701,FIFA Soccer 09,0.38,0.07,0.01,1.82
702,Star Wars: The Force Unleashed,1.01,0.9,0.0,0.37
703,Borderlands 2,1.05,0.77,0.1,0.36
704,TOCA Touring Car Championship,0.07,2.0,0.02,0.18
705,Paper Mario: Sticker Star,1.12,0.39,0.64,0.12
706,Sonic's Ultimate Genesis Collection,1.34,0.62,0.0,0.31
707,Super Monkey Ball: Banana Blitz,1.07,0.92,0.04,0.24
708,Kirby: Nightmare in Dream Land,1.22,0.1,0.91,0.04
709,Wario Land 4,0.9,0.73,0.54,0.09
710,Guitar Hero III: Legends of Rock,1.4,0.54,0.02,0.3
711,Call of Duty 3,1.19,0.84,0.0,0.23
712,Resident Evil 4,1.34,0.57,0.14,0.21
713,Minecraft,0.28,0.79,0.87,0.32
714,Onimusha 2: Samurai's Destiny,0.62,0.44,1.06,0.13
715,Cool Boarders 2,1.52,0.46,0.2,0.08
716,Paper Mario: The Thousand-Year Door,1.48,0.25,0.46,0.06
717,Madden NFL 12,1.93,0.15,0.0,0.17
718,Monster Hunter Tri,0.67,0.41,1.05,0.11
719,Dissidia: Final Fantasy,0.51,0.51,0.91,0.32
720,Sonic Advance,1.19,0.71,0.22,0.13
721,Spyro: Season of Ice,1.29,0.83,0.0,0.11
722,Teenage Mutant Ninja Turtles II: The Arcade Game,1.74,0.25,0.21,0.03
723,LEGO Indiana Jones: The Original Adventures,1.42,0.61,0.0,0.21
724,Dance Dance Revolution X2,1.09,0.85,0.0,0.28
725,New Super Luigi U,1.27,0.62,0.18,0.16
726,Prince of Persia: The Sands of Time,0.88,1.03,0.0,0.31
727,Scribblenauts,1.71,0.32,0.02,0.18
728,The Legend of Zelda: Link's Awakening DX,1.0,0.63,0.45,0.13
729,Need for Speed: Hot Pursuit,1.03,0.98,0.0,0.21
730,BioShock 2,1.45,0.55,0.02,0.19
731,Assassin's Creed IV: Black Flag,1.47,0.55,0.0,0.19
732,Devil May Cry 3: Dante's Awakening Special Edition,1.06,0.82,0.05,0.28
733,Rock Band 2,1.78,0.24,0.0,0.18
734,Frogger,2.06,0.12,0.0,0.02
735,Guitar Hero II,2.01,0.02,0.0,0.17
736,Wario Land 3,1.11,0.51,0.34,0.23
737,Pro Yakyuu Family Stadium,0.15,0.0,2.05,0.0
738,Sonic Unleashed,1.28,0.68,0.02,0.21
739,High School Musical: Makin' the Cut!,1.06,0.91,0.0,0.23
740,Pro Evolution Soccer 2012,0.34,0.97,0.55,0.33
741,Saints Row,1.17,0.78,0.02,0.22
742,Star Wars: Knights of the Old Republic,1.68,0.44,0.0,0.08
743,Kirby's Pinball Land,0.87,0.17,1.1,0.05
744,Donkey Kong Country,1.04,0.72,0.3,0.13
745,Hitman: Absolution,0.59,1.07,0.07,0.45
746,Yu-Gi-Oh: Duel Monsters 4,0.0,0.0,2.17,0.01
747,ATV Offroad Fury 2,1.92,0.2,0.0,0.06
748,Forza Motorsport 5,1.21,0.78,0.01,0.17
749,Madden NFL 25,1.97,0.07,0.0,0.13
750,Pokemon Ranger,1.29,0.04,0.73,0.12
751,Mario & Luigi: Superstar Saga,1.48,0.17,0.47,0.06
752,Final Fantasy XIII,1.27,0.68,0.01,0.2
753,Star Wars: Rogue Squadron,1.6,0.46,0.08,0.03
754,Tennis,0.48,0.11,1.56,0.02
755,The Sims: House Party,1.23,0.83,0.0,0.1
756,Your Shape featuring Jenny McCarthy,1.51,0.47,0.0,0.18
757,Syphon Filter 2,1.5,0.55,0.02,0.08
758,Tom Clancy's Rainbow Six: Siege,0.54,1.16,0.13,0.32
759,Volleyball,0.14,0.03,1.98,0.0
760,FIFA 15,0.6,1.41,0.0,0.14
761,Call of Duty: Roads to Victory,0.52,1.03,0.0,0.59
762,Super Mario RPG: Legend of the Seven Stars,0.66,0.0,1.45,0.03
763,Mahjong,0.01,0.0,2.13,0.0
764,R.C. Pro-Am,1.47,0.38,0.19,0.1
765,SimCity 2000,1.2,0.84,0.0,0.1
766,Demon Attack,1.99,0.12,0.0,0.02
767,Dance Dance Revolution Extreme,1.04,0.81,0.0,0.27
768,Tetris DS,0.64,0.07,1.35,0.08
769,Final Fantasy Tactics Advance,0.82,0.37,0.89,0.05
770,Far Cry: Primal,0.59,1.16,0.06,0.33
771,Toy Story 3: The Video Game,0.93,0.97,0.02,0.21
772,Final Fantasy III,0.91,0.05,1.07,0.09
773,Kirby's Epic Yarn,1.47,0.09,0.45,0.11
774,Project Gotham Racing,1.37,0.61,0.05,0.09
775,Golf,0.83,0.33,0.92,0.04
776,NBA 2K12,1.61,0.27,0.05,0.18
777,Borderlands,1.2,0.62,0.0,0.29
778,Tony Hawk's Pro Skater,1.68,0.4,0.0,0.03
779,PES 2009: Pro Evolution Soccer,0.11,1.34,0.4,0.26
780,Need for Speed: Hot Pursuit 2,1.68,0.31,0.02,0.09
781,Mario Sports Mix,0.9,0.45,0.63,0.13
782,Rock Band,1.35,0.56,0.0,0.2
783,Dynasty Warriors 4,0.63,0.21,1.13,0.13
784,Mortal Kombat,1.63,0.33,0.0,0.15
785,Parasite Eve,0.94,0.07,1.05,0.04
786,Scooby-Doo! Night of 100 Frights,1.17,0.72,0.0,0.22
787,Project Gotham Racing (JP weekly sales),1.54,0.44,0.04,0.07
788,Need for Speed: Most Wanted 5-1-0,1.77,0.13,0.02,0.18
789,Portal 2,1.41,0.51,0.01,0.17
790,Devil May Cry 3: Dante's Awakening,0.99,0.63,0.29,0.19
791,Derby Stallion,0.0,0.0,1.96,0.14
792,Dead Rising,1.16,0.65,0.08,0.2
793,Finding Nemo,1.26,0.6,0.05,0.18
794,NBA 2K11,1.84,0.12,0.01,0.13
795,Wipeout: The Game,1.97,0.0,0.0,0.12
796,The Sims 2: Pets,0.92,0.94,0.0,0.22
797,Battlefield: Hardline,0.7,0.93,0.14,0.32
798,Metal Gear Solid: Peace Walker,0.46,0.42,0.96,0.25
799,World of Warcraft: Cataclysm,1.77,0.32,0.0,0.0
800,Tetris Worlds,1.11,0.71,0.0,0.27
801,Need For Speed: Undercover,0.63,1.02,0.05,0.39
802,Dance Dance Revolution: Hottest Party,1.36,0.52,0.0,0.2
803,Mario Party 5,0.97,0.33,0.73,0.06
804,Ghostbusters: The Video Game (DS Version),0.59,0.99,0.13,0.36
805,Sim Theme Park,2.04,0.04,0.0,0.0
806,Warcraft: Orcs & Humans,0.89,1.08,0.0,0.11
807,Skate 3,0.79,0.94,0.0,0.35
808,Spec Ops: Airborne Commando,1.54,0.46,0.0,0.08
809,Kingdom Hearts: Birth by Sleep,0.63,0.42,0.75,0.26
810,UFC 2009 Undisputed,1.48,0.39,0.0,0.19
811,Dark Souls,0.75,0.54,0.54,0.23
812,Yu-Gi-Oh! The Eternal Duelist Soul,1.64,0.36,0.0,0.07
813,Need for Speed: ProStreet,1.04,0.8,0.01,0.22
814,The Sims 3,0.73,0.97,0.02,0.34
815,Tom Clancy's Splinter Cell: Conviction,1.2,0.63,0.04,0.19
816,Pokemon Mystery Dungeon: Red/Blue Rescue Team,0.71,0.52,0.74,0.08
817,The Incredibles,1.15,0.77,0.04,0.1
818,R4: Ridge Racer Type 4,0.68,0.46,0.79,0.13
819,SoulCalibur II,1.06,0.62,0.13,0.25
820,Mario & Luigi: Dream Team,0.89,0.57,0.46,0.13
821,Need for Speed: ProStreet,0.73,0.92,0.04,0.37
822,Carnival Games,1.23,0.64,0.0,0.19
823,NBA 2K14,1.43,0.33,0.04,0.25
824,Pokémon Mystery Dungeon: Blue Rescue Team,1.16,0.06,0.83,0.0
825,Sonic Mega Collection,1.47,0.48,0.05,0.06
826,Diablo III,0.71,0.83,0.15,0.35
827,NBA Jam,1.75,0.25,0.0,0.05
828,PGR4 - Project Gotham Racing 4,0.48,1.29,0.02,0.25
829,Kingdom Hearts 358/2 Days,1.11,0.27,0.53,0.14
830,Dance Central 2,1.45,0.42,0.01,0.16
831,Rayman Raving Rabbids: TV Party,0.73,1.09,0.0,0.23
832,SOCOM: U.S. Navy SEALs: Combined Assault,1.74,0.02,0.0,0.28
833,Peter Jackson's King Kong: The Official Game of the Movie,0.71,1.02,0.0,0.31
834,Donkey Kong Country,1.2,0.48,0.29,0.07
835,Need for Speed: The Run,0.58,1.06,0.03,0.37
836,Madden NFL 15,1.53,0.25,0.0,0.25
837,1080°: TenEighty Snowboarding,1.25,0.61,0.13,0.05
838,Just Dance 3,1.47,0.4,0.0,0.16
839,NBA Live 2004,1.57,0.18,0.0,0.27
840,Dead Space,1.05,0.67,0.0,0.3
841,Call of Duty 2,1.81,0.05,0.01,0.15
842,Madden NFL 15,1.76,0.09,0.0,0.17
843,Forza Horizon,0.82,0.98,0.04,0.18
844,TouchMaster,0.49,1.27,0.0,0.25
845,Tom Clancy's The Division,1.2,0.62,0.0,0.18
846,LEGO Marvel Super Heroes,0.77,0.85,0.01,0.37
847,Fire Emblem: Awakening,0.89,0.45,0.53,0.13
848,DriveClub,0.35,1.31,0.02,0.33
849,Super Street Fighter II,0.52,0.16,1.29,0.03
850,Mortal Kombat vs. DC Universe,1.48,0.3,0.0,0.22
851,Tenchu: Stealth Assassins,0.95,0.64,0.27,0.13
852,Tennis,0.75,0.3,0.9,0.04
853,Harry Potter and the Chamber of Secrets,1.21,0.64,0.05,0.09
854,Harry Potter and the Chamber of Secrets,0.75,1.09,0.02,0.12
855,SimCity,0.93,0.27,0.75,0.04
856,Battlefield 4,1.25,0.58,0.0,0.16
857,Resident Evil 6,1.11,0.63,0.07,0.16
858,Dragon Age: Inquisition,0.72,0.86,0.08,0.32
859,Sonic Classic Collection,0.99,0.8,0.0,0.18
860,Spyro: Enter the Dragonfly,0.74,0.95,0.0,0.28
861,Call of Duty: World at War,1.2,0.59,0.0,0.19
862,Devil May Cry 2,0.71,0.58,0.51,0.17
863,Burnout Paradise,1.01,0.64,0.02,0.3
864,E.T.: The Extra Terrestrial,1.84,0.11,0.0,0.02
865,BioShock Infinite,1.22,0.57,0.02,0.15
866,Hot Shots Golf: Open Tee,0.5,0.5,0.63,0.33
867,Rad Racer,1.13,0.37,0.41,0.05
868,Soccer,0.18,0.23,1.53,0.02
869,Kirby Squeak Squad,0.79,0.03,1.05,0.08
870,Tom Clancy's Rainbow Six: Vegas,1.09,0.65,0.02,0.2
871,Destiny,1.3,0.49,0.0,0.16
872,Crash Nitro Kart,0.74,1.01,0.0,0.2
873,Grand Theft Auto: San Andreas,1.26,0.61,0.0,0.09
874,Star Wars: Dark Forces,1.09,0.77,0.0,0.09
875,NBA Street Vol. 2,1.69,0.2,0.0,0.06
876,Def Jam Vendetta,0.95,0.74,0.0,0.25
877,FIFA Soccer 09,0.49,1.26,0.01,0.18
878,Who wants to be a millionaire,1.94,0.0,0.0,0.0
879,Scooby Doo and the Cyber Chase,0.59,1.23,0.0,0.13
880,Alleyway,0.96,0.38,0.55,0.05
881,Dragon Ball Z: Budokai 3,1.09,0.15,0.65,0.04
882,Jet Moto 2,1.41,0.42,0.03,0.07
883,Tom Clancy's Ghost Recon,1.42,0.4,0.0,0.12
884,X-Men Legends,1.0,0.72,0.0,0.21
885,Batman: Arkham Origins,1.15,0.61,0.0,0.17
886,Guitar Hero: World Tour,1.1,0.56,0.0,0.27
887,Mortal Kombat II,1.48,0.39,0.0,0.06
888,Virtua Fighter 2,0.34,0.26,1.3,0.03
889,Tetris DX,1.06,0.6,0.2,0.07
890,Mortal Kombat vs. DC Universe,1.53,0.24,0.0,0.16
891,Watch Dogs,0.56,0.89,0.1,0.37
892,Mario Super Sluggers,1.51,0.0,0.29,0.12
893,Tomb Raider (2013),0.86,0.87,0.01,0.17
894,The Legend of Zelda: Oracle of Ages,0.92,0.53,0.41,0.06
895,Need for Speed: Shift,0.73,0.97,0.01,0.22
896,Monopoly,0.87,0.85,0.0,0.2
897,Red Faction,0.76,0.96,0.0,0.2
898,The Sims: Makin' Magic,1.03,0.8,0.0,0.09
899,MX Unleashed,0.94,0.73,0.0,0.25
900,PaRappa The Rapper,0.26,0.16,1.46,0.03
901,Toy Story Mania!,1.06,0.67,0.0,0.18
902,Mario Party 3,0.72,0.16,1.01,0.02
903,Star Wars: The Force Unleashed,1.14,0.57,0.0,0.19
904,Game Party 2,1.3,0.44,0.0,0.17
905,Destiny: The Taken King,0.77,0.78,0.04,0.31
906,LEGO Star Wars III: The Clone Wars,1.08,0.66,0.0,0.17
907,Star Wars Rogue Leader: Rogue Squadron II,1.03,0.75,0.03,0.09
908,Max Payne 3,0.59,0.92,0.06,0.32
909,Need for Speed Rivals,0.73,0.91,0.03,0.22
910,Madden NFL 09,1.56,0.15,0.0,0.18
911,Yokai Watch,0.21,0.3,1.33,0.04
912,Ratchet & Clank Future: A Crack in Time,1.05,0.54,0.03,0.26
913,Yu-Gi-Oh! Forbidden Memories,1.37,0.44,0.0,0.08
914,Mortal Kombat: Deception,0.92,0.72,0.0,0.24
915,Hot Shots Golf 2,0.25,0.12,1.48,0.03
916,Medal of Honor: European Assault (All Region sales),0.89,0.69,0.09,0.21
917,WCW Nitro,1.42,0.36,0.03,0.07
918,High School Musical: Sing It!,0.47,0.08,0.0,1.33
919,Star Fox Adventures,0.96,0.53,0.3,0.09
920,FIFA 2000,0.22,1.47,0.04,0.14
921,Dynasty Warriors 3,0.53,0.16,1.07,0.1
922,Donkey Kong Country Returns,0.73,0.62,0.4,0.12
923,The Legend of Zelda: Oracle of Seasons,0.87,0.52,0.41,0.06
924,Madden NFL 06,1.75,0.03,0.0,0.08
925,Shrek 2,1.12,0.69,0.03,0.02
926,The Legend of Dragoon,0.94,0.44,0.39,0.1
